,tweets,likes,time,retweets,clean_tweets,polarity,subjectivity,sentiment
75,RT @CBSMornings: CDC advisers back Moderna and Johnson &amp; Johnson's COVID-19 vaccine booster shots https://t.co/xCcgP9ZDTO,0,2021-10-22 21:42:34+00:00,3,"['rt', 'cbsmornings', 'cdc', 'adviser', 'back', 'moderna', 'johnson', 'amp', 'johnson', 'covid', 'vaccine', 'booster', 'shot', 'httpstcoxccgpzdto']",0.0,0.0,Neutral
76,RT @HannahD15: News from @LukeCostin at @AAPNewswire: there'll be an independent inquiry into Parklea prison's handling of its COVID outbre…,0,2021-10-22 21:42:34+00:00,3,"['rt', 'hannahd', 'news', 'lukecostin', 'aapnewswire', 'therell', 'independent', 'inquiry', 'parklea', 'prison', 'handling', 'covid', 'outbre', '']",0.0,0.125,Neutral
77,"@UKHSA Thought Boris Johnson said he would follow the science  His own scientists want him to act sooner rather than later !
 I know who  I trust and its not Boris or his ""Odd Bod Mogg"" and the Covid-19 sceptics .",0,2021-10-22 21:42:33+00:00,0,"['ukhsa', 'thought', 'boris', 'johnson', 'said', 'would', 'follow', 'science', 'scientist', 'want', 'act', 'sooner', 'rather', 'later', 'know', 'trust', 'boris', 'odd', 'bod', 'mogg', 'covid', 'sceptic', '']",0.14444444444444446,0.4166666666666667,Positive
78,RT @SkyNews: COVID-19: Liverpool council health board advises people to work from home in face of rising coronavirus cases  https://t.co/DZ…,0,2021-10-22 21:42:33+00:00,35,"['rt', 'skynews', 'covid', 'liverpool', 'council', 'health', 'board', 'advises', 'people', 'work', 'home', 'face', 'rising', 'coronavirus', 'case', 'httpstcodz', '']",0.0,0.0,Neutral
79,RT @MayorofLondon: We can’t afford to wait for Plan B. The Government should act now to give our police officers the powers to enforce mask…,0,2021-10-22 21:42:32+00:00,34,"['rt', 'mayoroflondon', 'afford', 'wait', 'plan', 'b', 'government', 'act', 'give', 'police', 'officer', 'power', 'enforce', 'mask', '']",0.0,0.0,Neutral
80,RT @bombdiggity1983: But the vaccine lessens symptoms.. not sure what’s worse than dying   https://t.co/XqcRDzRWLh,0,2021-10-22 21:42:31+00:00,0,"['rt', 'bombdiggity', 'vaccine', 'lessens', 'symptom', 'sure', 'worse', 'dying', 'httpstcoxqcrdzrwlh']",-0.325,0.7444444444444445,Negative
81,"This guy still continued with the project despite being hit hard by COVID-19, loosing work as many black cabbies did and the strains and heartache. Well done John! This has been more than six years in making
@SunSport @GuardianBooks @TheTimesBooks @GuardianBooks @sprtbookreviews",0,2021-10-22 21:42:30+00:00,0,"['guy', 'still', 'continued', 'project', 'despite', 'hit', 'hard', 'covid', 'loosing', 'work', 'many', 'black', 'cabby', 'strain', 'heartache', 'well', 'done', 'john', 'six', 'year', 'making', 'sunsport', 'guardianbooks', 'thetimesbooks', 'guardianbooks', 'sprtbookreviews']",0.125,0.49374999999999997,Positive
82,RT @JoeBrunoWSOC9: All Covid-19 metrics in Meck County decreased again this week. The average percent positive rate is 7.3%. The county sai…,0,2021-10-22 21:42:30+00:00,12,"['rt', 'joebrunowsoc', 'covid', 'metric', 'meck', 'county', 'decreased', 'week', 'average', 'percent', 'positive', 'rate', 'county', 'sai', '']",-0.10757575757575759,0.5484848484848485,Negative
83,RT @jerryredfern: Down at the #CarlsbadEnergySummit and nary a mask in sight during a statewide #Covid_19 mask mandate. This after that cor…,0,2021-10-22 21:42:30+00:00,8,"['rt', 'jerryredfern', 'carlsbadenergysummit', 'nary', 'mask', 'sight', 'statewide', 'covid', 'mask', 'mandate', 'cor', '']",-0.15555555555555559,0.2888888888888889,Negative
84,RT @DrSyedHaider: My experience using ivermectin and fluvoxamine in 4000 acute COVID-19 patients: 5 hospitalized. 0 dead. 4000 recovered. 5…,0,2021-10-22 21:42:30+00:00,16406,"['rt', 'drsyedhaider', 'experience', 'using', 'ivermectin', 'fluvoxamine', 'acute', 'covid', 'patient', 'hospitalized', 'dead', 'recovered', '']",0.19999999999999998,0.65,Positive
85,Governor Newsom’s COVID-19 Student Vaccine Proposed Mandate Information 10/22/21 https://t.co/QowmcfeFqJ,0,2021-10-22 21:42:30+00:00,0,"['governor', 'newsom', 'covid', 'student', 'vaccine', 'proposed', 'mandate', 'information', 'httpstcoqowmcfefqj']",0.0,0.0,Neutral
86,BREAKING: ALEXIS HAS TESTED POSITIVE FOR COVID-19,0,2021-10-22 21:42:28+00:00,0,"['breaking', 'alexis', 'tested', 'positive', 'covid']",0.22727272727272727,0.5454545454545454,Positive
87,"RT @washingtonpost: Across the Andes, a region that has reported some of the world’s highest covid-19 death rates, teams are traversing des…",0,2021-10-22 21:42:28+00:00,59,"['rt', 'washingtonpost', 'across', 'andes', 'region', 'reported', 'world', 'highest', 'covid', 'death', 'rate', 'team', 'traversing', 'de', '']",0.0,0.0,Neutral
88,"President Joe Biden’s executive order requires all federal contractors and subcontractors to be fully vaccinated against COVID-19 by Dec. 8.
https://t.co/mfBUgUcXO3",1,2021-10-22 21:42:28+00:00,1,"['president', 'joe', 'biden', 'executive', 'order', 'requires', 'federal', 'contractor', 'subcontractor', 'fully', 'vaccinated', 'covid', 'dec', 'httpstcomfbugucxo']",0.0,0.0,Neutral
89,"RT @lukethomas14: Welp. 59% of Covid-19 deaths in Maine (via latest week of reporting) were from breakthrough cases.

I've been beating thi…",0,2021-10-22 21:42:28+00:00,3,"['rt', 'lukethomas', 'welp', 'covid', 'death', 'maine', 'via', 'latest', 'week', 'reporting', 'breakthrough', 'case', 'ive', 'beating', 'thi', '']",0.5,0.9,Positive
90,@KyleBumpus @BallouxFrancois The CDC director Rochelle Walensky said data suggests fully vaccinated people don't carry COVID-19 and Dr. Fauci stated the vaccine prevented death by 100%. Pretty easy to duck duck go or even google. All those claims were 100% false.,0,2021-10-22 21:42:27+00:00,0,"['kylebumpus', 'ballouxfrancois', 'cdc', 'director', 'rochelle', 'walensky', 'said', 'data', 'suggests', 'fully', 'vaccinated', 'people', 'dont', 'carry', 'covid', 'dr', 'fauci', 'stated', 'vaccine', 'prevented', 'death', 'pretty', 'easy', 'duck', 'duck', 'go', 'even', 'google', 'claim', 'false']",0.09444444444444443,0.8111111111111112,Positive
91,RT @BEric8848: Ivermectin is listed in https://t.co/GJ6ZXhklcg as one of the two medicines to treat Covid-19 patients. Please see the table…,0,2021-10-22 21:42:26+00:00,1,"['rt', 'beric', 'ivermectin', 'listed', 'httpstcogjzxhklcg', 'one', 'two', 'medicine', 'treat', 'covid', 'patient', 'please', 'see', 'table', '']",0.0,0.0,Neutral
92,RT @BettyBeingBetty: Offshoot of Covid Delta variant on the rise in England | Coronavirus | The Guardian  ladies &amp; Gentlemen welcome to the…,0,2021-10-22 21:42:26+00:00,1,"['rt', 'bettybeingbetty', 'offshoot', 'covid', 'delta', 'variant', 'rise', 'england', 'coronavirus', 'guardian', 'lady', 'amp', 'gentleman', 'welcome', '']",0.8,0.9,Positive
93,"COVID-19 in Sask.: As ICU numbers spike, province sees 3rd-deadliest day of pandemic | CBC News https://t.co/ho3jQvFPRa @picardonhealth @drmwarner @KatharineSmart @NightShiftMD @CMA_Docs @SMA_docs @globeandmail @starphoenix @guardian @Reuters",2,2021-10-22 21:42:25+00:00,0,"['covid', 'sask', 'icu', 'number', 'spike', 'province', 'see', 'rddeadliest', 'day', 'pandemic', 'cbc', 'news', 'httpstcohojqvfpra', 'picardonhealth', 'drmwarner', 'katharinesmart', 'nightshiftmd', 'cmadocs', 'smadocs', 'globeandmail', 'starphoenix', 'guardian', 'reuters']",0.0,0.0,Neutral
94,"RT @cnnbrk: GOP Rep. Glenn Thompson, who is vaccinated, tests positive for Covid-19 
https://t.co/9cgEkaAmyo",0,2021-10-22 21:42:24+00:00,64,"['rt', 'cnnbrk', 'gop', 'rep', 'glenn', 'thompson', 'vaccinated', 'test', 'positive', 'covid', 'httpstcocgekaamyo']",0.22727272727272727,0.5454545454545454,Positive
95,"RT @Strandjunker: The thing I want to know regarding Brett Kavanaugh’s COVID-19 diagnosis is: Who paid off his $92,000 country club fees pl…",0,2021-10-22 21:42:24+00:00,13251,"['rt', 'strandjunker', 'thing', 'want', 'know', 'regarding', 'brett', 'kavanaugh', 'covid', 'diagnosis', 'paid', 'country', 'club', 'fee', 'pl', '']",0.0,0.0,Neutral
96,"RT @AP: Millions more Americans just became eligible for COVID-19 boosters, but figuring out if you qualify for that extra dose and what br…",0,2021-10-22 21:42:23+00:00,37,"['rt', 'ap', 'million', 'american', 'became', 'eligible', 'covid', 'booster', 'figuring', 'qualify', 'extra', 'dose', 'br', '']",0.25,0.3,Positive
97,"RT @CDCgov: New @CDCMMWR finds that among all unvaccinated adults with COVID-19-associated hospitalizations, the proportion of those aged 1…",0,2021-10-22 21:42:23+00:00,43,"['rt', 'cdcgov', 'new', 'cdcmmwr', 'find', 'among', 'unvaccinated', 'adult', 'covidassociated', 'hospitalization', 'proportion', 'aged', '']",0.018181818181818174,0.42727272727272725,Positive
98,RT @skepticalraptor: Outstanding news – CDC reports that #COVID19 #vaccine mortality risk is significantly lower than in an unvaccinated gr…,0,2021-10-22 21:42:22+00:00,1,"['rt', 'skepticalraptor', 'outstanding', 'news', 'cdc', 'report', 'covid', 'vaccine', 'mortality', 'risk', 'significantly', 'lower', 'unvaccinated', 'gr', '']",0.4375,0.875,Positive
99,"RT @Providence_Hlth: Big shoutout and kudos to PHC's IPAC team, who have been amazing leaders throughout the COVID-19 pandemic (and beyond)…",0,2021-10-22 21:42:22+00:00,2,"['rt', 'providencehlth', 'big', 'shoutout', 'kudos', 'phcs', 'ipac', 'team', 'amazing', 'leader', 'throughout', 'covid', 'pandemic', 'beyond', '']",0.30000000000000004,0.5,Positive
100,"Donnelly, get this. The mass injection effort has failed to stop the pandemic. A study in the European Journal of Epidemiology shows that increases in COVID-19 are unrelated to levels of vaccination in 68 countries worldwide and 2,947 counties in the U.S.2 https://t.co/VI40W4HH3g",1,2021-10-22 21:42:22+00:00,0,"['donnelly', 'get', 'mass', 'injection', 'effort', 'failed', 'stop', 'pandemic', 'study', 'european', 'journal', 'epidemiology', 'show', 'increase', 'covid', 'unrelated', 'level', 'vaccination', 'country', 'worldwide', 'county', 'u', 'httpstcoviwhhg']",-0.25,0.15,Negative
101,"Unvaccinated pregnant Tennessee woman, 36, die of COVID-19 https://t.co/MUw4AhMdp9 @MailOnline",0,2021-10-22 21:42:17+00:00,0,"['unvaccinated', 'pregnant', 'tennessee', 'woman', 'die', 'covid', 'httpstcomuwahmdp', 'mailonline']",0.3333333333333333,0.5,Positive
102,"RT @DrZoeHyde: The best time to try to eliminate the virus that causes COVID-19 was early 2020.

The second best time is now.",0,2021-10-22 21:42:17+00:00,174,"['rt', 'drzoehyde', 'best', 'time', 'try', 'eliminate', 'virus', 'cause', 'covid', 'early', 'second', 'best', 'time']",0.525,0.22499999999999998,Positive
103,Governor Newsom’s COVID-19 Student Vaccine Proposed Mandate Information 10/22/21 https://t.co/GRhaHSUHqi,0,2021-10-22 21:42:17+00:00,0,"['governor', 'newsom', 'covid', 'student', 'vaccine', 'proposed', 'mandate', 'information', 'httpstcogrhahsuhqi']",0.0,0.0,Neutral
104,"RT @Reuters_Health: A key measure of coronavirus infections in Germany rose sharply over the past week, figures showed on Friday, raising t…",0,2021-10-22 21:42:16+00:00,4,"['rt', 'reutershealth', 'key', 'measure', 'coronavirus', 'infection', 'germany', 'rose', 'sharply', 'past', 'week', 'figure', 'showed', 'friday', 'raising', '']",0.056249999999999994,0.7375,Positive
105,"@RealCandaceO @guardian Funny, I’m from Queensland and we have been kept alive by the best Covid-19 policies in the world. And I am extremely grateful. Focus on your own backyard.",0,2021-10-22 21:42:15+00:00,0,"['realcandaceo', 'guardian', 'funny', 'queensland', 'kept', 'alive', 'best', 'covid', 'policy', 'world', 'extremely', 'grateful', 'focus', 'backyard']",0.36500000000000005,0.74,Positive
106,RT @JacquesGallant: Maj.-Gen. Dany Fortin appeals court decision in bid to return as head of Canada’s COVID-19 vaccine rollout https://t.co…,0,2021-10-22 21:42:14+00:00,1,"['rt', 'jacquesgallant', 'majgen', 'dany', 'fortin', 'appeal', 'court', 'decision', 'bid', 'return', 'head', 'canada', 'covid', 'vaccine', 'rollout', 'httpstco', '']",0.0,0.0,Neutral
107,RT @BrianMteleSUR: The number of Brazilians who think Jair Bolsonaro is doing poor or terrible has rising  from 47% to 54% during the last…,0,2021-10-22 21:42:14+00:00,31,"['rt', 'brianmtelesur', 'number', 'brazilian', 'think', 'jair', 'bolsonaro', 'poor', 'terrible', 'rising', 'last', '']",-0.7,0.8,Negative
108,"RT @ryanmeili: Last night’s SK docs town hall had some hard truths to share. 🧵 

We learned the devastating news that 3 children under 12 h…",0,2021-10-22 21:42:14+00:00,14,"['rt', 'ryanmeili', 'last', 'night', 'sk', 'doc', 'town', 'hall', 'hard', 'truth', 'share', 'learned', 'devastating', 'news', 'child', 'h', '']",-0.4305555555555556,0.5361111111111111,Negative
109,"@KimATerry @carbcoma @FormOfGood @latimes ""Real world data have also been supportive.14 Several studies (in Qatar,15 England,16 Israel,17 and the US18) have found infection rates at equally low levels among people who are fully vaccinated and those who have previously had covid-19.""

https://t.co/HKmadk8xZR",0,2021-10-22 21:42:14+00:00,0,"['kimaterry', 'carbcoma', 'formofgood', 'latimes', 'real', 'world', 'data', 'also', 'supportive', 'several', 'study', 'qatar', 'england', 'israel', 'u', 'found', 'infection', 'rate', 'equally', 'low', 'level', 'among', 'people', 'fully', 'vaccinated', 'previously', 'covid', 'httpstcohkmadkxzr']",0.008333333333333338,0.19166666666666668,Positive
110,"RT @Schuldensuehner: S&amp;P projects that #Italy's govt deficit will narrow to 8.8% of GDP in 2021 vs the official 9.4% target, and a deficit…",0,2021-10-22 21:42:13+00:00,11,"['rt', 'schuldensuehner', 'sampp', 'project', 'italy', 'govt', 'deficit', 'narrow', 'gdp', 'v', 'official', 'target', 'deficit', '']",-0.2,0.4,Negative
111,"@jkenney @CMOH_Alberta 

Look how useful those PCR tests are.

https://t.co/ubOQtsbl2i",0,2021-10-22 21:42:12+00:00,0,"['jkenney', 'cmohalberta', 'look', 'useful', 'pcr', 'test', 'httpstcouboqtsbli']",0.3,0.0,Positive
112,Governor Newsom’s COVID-19 Student Vaccine Proposed Mandate Information 10/22/21 https://t.co/5ydedwF2KN,0,2021-10-22 21:42:11+00:00,0,"['governor', 'newsom', 'covid', 'student', 'vaccine', 'proposed', 'mandate', 'information', 'httpstcoydedwfkn']",0.0,0.0,Neutral
113,"RT @lapublichealth: All COVID-19 vaccines are now approved for boosters - Pfizer, Moderna, and Johnson &amp; Johnson. People may also receive b…",0,2021-10-22 21:42:11+00:00,3,"['rt', 'lapublichealth', 'covid', 'vaccine', 'approved', 'booster', 'pfizer', 'moderna', 'johnson', 'amp', 'johnson', 'people', 'may', 'also', 'receive', 'b', '']",0.0,0.0,Neutral
114,"RT @caryn_lieberman: “The cheese slipped off the cracker with this guy,” says @fordnation about @randyhillier in response to this report on…",0,2021-10-22 21:42:11+00:00,5,"['rt', 'carynlieberman', 'cheese', 'slipped', 'cracker', 'guy', 'say', 'fordnation', 'randyhillier', 'response', 'report', '']",0.0,0.0,Neutral
115,RT @CTVToronto: Ontario Progressive Conservative MPP Lindsey Park has resigned following an accusation from party leadership that she had m…,0,2021-10-22 21:42:11+00:00,11,"['rt', 'ctvtoronto', 'ontario', 'progressive', 'conservative', 'mpp', 'lindsey', 'park', 'resigned', 'following', 'accusation', 'party', 'leadership', '']",0.0,0.1,Neutral
116,"RT @duty2warn: Chad Bianco, sheriff of Riverside County who railed against COVID-19 restrictions has been revealed as a member of the Oath…",0,2021-10-22 21:42:11+00:00,1016,"['rt', 'dutywarn', 'chad', 'bianco', 'sheriff', 'riverside', 'county', 'railed', 'covid', 'restriction', 'revealed', 'member', 'oath', '']",0.0,0.0,Neutral
117,"RT @MrsNigel: When asked to clarify his assertion that Covid-19 is only transmitted between strangers, Jacob Rees-Mogg reclined to answer.…",0,2021-10-22 21:42:10+00:00,62,"['rt', 'mrsnigel', 'asked', 'clarify', 'assertion', 'covid', 'transmitted', 'stranger', 'jacob', 'reesmogg', 'reclined', 'answer', '']",0.0,1.0,Neutral
118,"RT @EmeraldRobinson: Dr. Fauci is not just morally responsible for creating COVID-19, he is directly responsible for millions of deaths aro…",0,2021-10-22 21:42:10+00:00,3545,"['rt', 'emeraldrobinson', 'dr', 'fauci', 'morally', 'responsible', 'creating', 'covid', 'directly', 'responsible', 'million', 'death', 'aro', '']",0.2,0.55,Positive
119,RT @RepThomasMassie: The goalposts are moving. First they changed the definition of “vaccine.” Now they’re changing the definition of “full…,0,2021-10-22 21:42:09+00:00,684,"['rt', 'repthomasmassie', 'goalpost', 'moving', 'first', 'changed', 'definition', 'vaccine', 'changing', 'definition', 'full', '']",0.25,0.3333333333333333,Positive
120,Feeling Too Schlubby to Have Sex? It’s Not Just You. - WSJ https://t.co/9bZIUeVOZH,0,2021-10-22 21:42:09+00:00,0,"['feeling', 'schlubby', 'sex', 'wsj', 'httpstcobziuevozh']",0.0,0.0,Neutral
121,"RT @ryanmeili: Last night’s SK docs town hall had some hard truths to share. 🧵 

We learned the devastating news that 3 children under 12 h…",0,2021-10-22 21:42:08+00:00,14,"['rt', 'ryanmeili', 'last', 'night', 'sk', 'doc', 'town', 'hall', 'hard', 'truth', 'share', 'learned', 'devastating', 'news', 'child', 'h', '']",-0.4305555555555556,0.5361111111111111,Negative
122,"India sees over 18,000 new COVID-19 cases, 160 deaths The number of active cases has increased to 1,78,831, comprising 0.52 per cent of the total infections -- the lowest since March 2020 -- while the national COVID-19 reco... #News by #EconomicTimes https://t.co/92kzS2VJ8J",0,2021-10-22 21:42:08+00:00,0,"['india', 'see', 'new', 'covid', 'case', 'death', 'number', 'active', 'case', 'increased', 'comprising', 'per', 'cent', 'total', 'infection', 'lowest', 'since', 'march', 'national', 'covid', 'reco', 'news', 'economictimes', 'httpstcokzsvjj']",0.0010101010101010073,0.6015151515151514,Positive
123,My grand daughter’s daycare has a COVID-19 outbreak. They have the kids segregated by age groups. Her age group was not affected. I’ll be on Grandma duty all next week. Today she told me I looked like I was run over by a car. Next week should be fun.,0,2021-10-22 21:42:07+00:00,0,"['grand', 'daughter', 'daycare', 'covid', 'outbreak', 'kid', 'segregated', 'age', 'group', 'age', 'group', 'affected', 'grandma', 'duty', 'next', 'week', 'today', 'told', 'looked', 'like', 'run', 'car', 'next', 'week', 'fun']",0.2,0.3,Positive
