tweets,likes,time,retweets
"RT @electMikeHarvey: My name is Mike Harvey. This year DeSantis limited our right to protest, our right to vote, and mismanaged the COVID-1…",0,2021-10-22 21:41:49+00:00,4159
Governor Newsom’s COVID-19 Student Vaccine Proposed Mandate Information 10/22/21 https://t.co/1xMdbUpBzq,0,2021-10-22 21:41:49+00:00,0
"RT @virtualworkernw: Use these incentives that your #employees will LOVE: 
-Give them a few hours off on a Friday.
-Send electronic gift ca…",0,2021-10-22 21:41:47+00:00,1
RT @CNNPolitics: NEW: Rep. Glenn Thompson tests positive for Covid-19 and is being treated at Walter Reed hospital https://t.co/I1CAtQ1TVu,0,2021-10-22 21:41:47+00:00,24
"RT @OccupyDemocrats: BREAKING: Popular California burger chain In-N-Out exposed for donating $40,000 to the Republican Party during the fai…",0,2021-10-22 21:41:46+00:00,5508
"RT @cnnbrk: GOP Rep. Glenn Thompson, who is vaccinated, tests positive for Covid-19 
https://t.co/9cgEkaAmyo",0,2021-10-22 21:41:45+00:00,64
"RT @JujuliaGrace: Are you concerned by the incredibly high number of COVID-19 cases in the UK, the rising numbers of hospitalisations and d…",0,2021-10-22 21:41:45+00:00,15919
"RT @YasmineCBC: Saskatchewan is planning to send roughly 2 to 4 COVID-19 patients per day to Ontario starting next week, to relieve some pr…",0,2021-10-22 21:41:43+00:00,27
"RT @washingtonpost: Across the Andes, a region that has reported some of the world’s highest covid-19 death rates, teams are traversing des…",0,2021-10-22 21:41:42+00:00,59
RT @PiersRobinson1: Covid-19 was used and abused by Governments to pursue another agenda with Dr Piers Robinson https://t.co/E2EilWDh8r,0,2021-10-22 21:41:42+00:00,39
"Use these incentives that your #employees will LOVE: 
-Give them a few hours off on a Friday.
-Send electronic gift cards. 
-Send a mini COVID-19 survival kit with puzzles/snacks.
-Send emails to the entire company outlining the work well done &amp; personal recognition. 

#Business",0,2021-10-22 21:41:42+00:00,1
"RT @bahdguymaurice: No Cancer
No HIV
No Kidney Disease 
No Heart Disease
No HBP
No COVID-19 
No serious Sickness

Be Thankful To God 🙏🙏",0,2021-10-22 21:41:41+00:00,87
RT @abc15: JUST IN: Arizona AG Brnovich is seeking a temporary restraining order in an effort to stop COVID-19 vaccine mandates by the Bide…,0,2021-10-22 21:41:41+00:00,62
RT @SarahAspinall20: I support #SchoolStrike2021 My children have not been to school this half term and will not be going until all safety…,0,2021-10-22 21:41:41+00:00,87
"RT @cyrusshahpar46: Friday just in: +952K doses reported admin over yest total, including 276K newly vaccinated and 430K add'l doses/booste…",0,2021-10-22 21:41:40+00:00,106
Online Sales And COVID-19 https://t.co/1ILgzjHBf3 https://t.co/jgVvgP8DhL,0,2021-10-22 21:41:40+00:00,0
Governor Newsom’s COVID-19 Student Vaccine Proposed Mandate Information 10/22/21 https://t.co/BoXE3cJCq5,0,2021-10-22 21:41:40+00:00,0
"No they won't be.
We will be there for them, free from the current toxic narrative that will cause massive rise in mental health issues and PTSD caused problems.
😥

https://t.co/21kOCWyA1U",0,2021-10-22 21:41:39+00:00,0
RT @Canadia56668243: Canada is the only country going after 5-11 yr olds on the entire planet. The science is different everywhere else. #c…,0,2021-10-22 21:41:37+00:00,18
"RT @EmeraldRobinson: Dr. Fauci is not just morally responsible for creating COVID-19, he is directly responsible for millions of deaths aro…",0,2021-10-22 21:41:37+00:00,3545
"RT @globalhlthtwit: Last week 1 in 12 children were infected with COVID-19. Hundreds of thousands. So far 96 children have died, 500 hospit…",0,2021-10-22 21:41:37+00:00,443
"RT @YALiberty: Your tax dollars funded the Wuhan lab in China that very likely may have been responsible for the COVID-19 pandemic.

Really…",0,2021-10-22 21:41:35+00:00,369
Well shit. https://t.co/Efw0T2iGg4,0,2021-10-22 21:41:35+00:00,0
Governor Newsom’s COVID-19 Student Vaccine Proposed Mandate Information 10/22/21 https://t.co/tPE1Ntb3d2,0,2021-10-22 21:41:34+00:00,0
RT @HWEfutureICS: Walk in Covid-19 vaccination session Monday 25 October. If you are pregnant and haven't got your vaccine yet this is the…,0,2021-10-22 21:41:34+00:00,3
"RT @EmeraldRobinson: Dr. Fauci is not just morally responsible for creating COVID-19, he is directly responsible for millions of deaths aro…",0,2021-10-22 21:41:34+00:00,3545
"RT @SkyNews: A mutation of COVID-19 has been designated a ""variant under investigation"" by the UK Health Security Agency (UKHSA), after it…",0,2021-10-22 21:41:34+00:00,86
RT @TTDAFLCIO: The #BuildBackBetter Agenda is a bold economic plan that invests in our nation’s infrastructure and strong labor principles.…,0,2021-10-22 21:41:34+00:00,0
".@NuecesCo COVID-19 CASES TODAY:
109 cases (67 reported by the State [historic data] &amp; 42 reported to the Health District). Of the 109, 87 are confirmed positives, 11 are probable positives &amp; 11 are suspect positives.
👉Learn More: https://t.co/ok39phtJq7 #CCstaysafe #NuecesKnows https://t.co/j5Ba7s4XBC",0,2021-10-22 21:41:32+00:00,0
"RT @UNICEF: Are you worried about your child’s mental health?

Check out our advice on what you can do to help them get the support they ne…",0,2021-10-22 21:41:31+00:00,91
"RT @DrLeeJones: Microbiologist Professor David Livermore explains why additional COVID restrictions would be pointless. Like it or not, COV…",0,2021-10-22 21:41:30+00:00,132
Governor Newsom’s COVID-19 Student Vaccine Proposed Mandate Information 10/22/21 https://t.co/ql1QzqoooT,0,2021-10-22 21:41:30+00:00,0
"RT @UofRegina: Congratulations to all of our Fall 2021 #UofReginaGrads! 🎓 The live ceremony is happening now! Watch at the link below 🔽

(F…",0,2021-10-22 21:41:29+00:00,2
"RT @EmeraldRobinson: Dr. Fauci is not just morally responsible for creating COVID-19, he is directly responsible for millions of deaths aro…",0,2021-10-22 21:41:29+00:00,3545
"Brain fog in #Covid -19 patients can persist for months, even in those who were not hospitalized, study finds - CNN #getvaccinated! https://t.co/1MosE7itFr",0,2021-10-22 21:41:28+00:00,0
"Covid cases are rising. Wear a mask, get the vaccine, and think of others. Let’s be kind to each other #Covid19UK #vaccinated #Masks #Covid_19 #CovidVaccine https://t.co/hGLfp3h3zP",0,2021-10-22 21:41:28+00:00,0
RT @EFFSouthAfrica: MALEMA: No one will force anyone to vaccinate. I'm vaccinated because I believe in science and the trials for Covid-19…,0,2021-10-22 21:41:28+00:00,160
"RT @viewspotnz: If you have to have a vaccine certificate to access freedom, then that's not freedom. https://t.co/9NN9fDQ0D1",0,2021-10-22 21:41:28+00:00,5
"RT @SenRickScott: Today, I wrote to the @HHSgov Inspector General demanding answers on what the Biden administration knows about the origin…",0,2021-10-22 21:41:28+00:00,24
RT @SkyNews: COVID-19: Liverpool council health board advises people to work from home in face of rising coronavirus cases  https://t.co/DZ…,0,2021-10-22 21:41:26+00:00,35
"RT @CaulfieldTim: Of course he doesn't, cuz, well, he's evil. 

""An anti-vax doctor [Rashid Buttar] who's one of the biggest spreaders of C…",0,2021-10-22 21:41:26+00:00,2
"RT @50sRelic: @TomEvan81013762 @PN_1984 Here’s a list of pretty convincing experts. 

https://t.co/gOHSN7hRbZ",0,2021-10-22 21:41:25+00:00,39
RT @jemb123: So you know how the @HSELive have contracted the contact tracing of Covid 19 to CPL? In other words the staff work for a priva…,0,2021-10-22 21:41:25+00:00,4
Governor Newsom’s COVID-19 Student Vaccine Proposed Mandate Information 10/22/21 https://t.co/qe4HdSh9fK,0,2021-10-22 21:41:25+00:00,0
RT @McKonGov: US states and districts have the opportunity to not only help students catch up on unfinished learning amid #COVID19 but also…,0,2021-10-22 21:41:24+00:00,1
RT @Forbes: The U.S. Promised 1.1 Billion Covid-19 Vaccine Doses To Poorer Countries. Here’s Where They Are Going. https://t.co/RvHSCHW6dQ…,0,2021-10-22 21:41:24+00:00,5
"RT @HNEHealth: ⚠️New casual contact exposure sites 

For all exposure sites: https://t.co/QeSc2ASp2c https://t.co/aL5E0uDCw2",0,2021-10-22 21:41:24+00:00,8
"RT @KevinCTV: NEW: Alberta is reporting 656 new cases of COVID-19 from 10,732 tests (6.1% positivity). There are 889 people fighting COVID-…",0,2021-10-22 21:41:23+00:00,6
"RT @celliottability: On October 25, Ontario will also allow other settings to lift capacity limits if they begin requiring proof of vaccina…",0,2021-10-22 21:41:22+00:00,8
@GovRonDeSantis Your policies are still killing Floridians “Florida’s COVID-19 deaths are still among the highest in the nation. the state’s daily death average of 239.7 is higher than any other state” https://t.co/5TKVcTF6lW,0,2021-10-22 21:41:22+00:00,0
"RT @MarkChangizi: If you’re unvaccinated, a social person, and haven’t yet gotten sick from Covid, it’s implausible that you haven’t been r…",0,2021-10-22 21:41:21+00:00,621
"RT @CarlosGSmith: COVID-19 is now the #1 cause of death for Florida law enforcement and @GovRonDeSantis would like to keep it that way.

#S…",0,2021-10-22 21:41:20+00:00,237
"RT @peoplesvaccine: In the race against COVID-19, none of us cross the finish line until we all do.
 
@g20org leaders MUST: 
Lift vaccine p…",0,2021-10-22 21:41:19+00:00,12
"RT @PaulMitchell_AB: ""Biden administration officials urged eligible Americans on Friday to get booster shots of a COVID-19 vaccine and the…",0,2021-10-22 21:41:19+00:00,26
"Mississauga mayor welcomes lifting of #COVID19ON capacity limits, but hopes province stays 'cautious.' https://t.co/GTAhqR3lMk",0,2021-10-22 21:41:19+00:00,0
"RT @The_Newsmakers: With more than half the world’s population yet to receive a first dose of a COVID-19 vaccine, the WHO said its COVAX di…",0,2021-10-22 21:41:18+00:00,4
Governor Newsom’s COVID-19 Student Vaccine Proposed Mandate Information 10/22/21 https://t.co/1ILueAZqZL,0,2021-10-22 21:41:18+00:00,0
"RT @EricTopol: An assessment of Covid's impact on cognitive function in 740 individuals finds ""a relatively high frequency of cognitive imp…",0,2021-10-22 21:41:18+00:00,515
RT @laralogan: Pope's Swiss Guards Resign Over Mandatory COVID-19 Vaccination | ZeroHedge https://t.co/ZO0WiZIoOI,0,2021-10-22 21:41:18+00:00,4068
"COVID-19 Weekly Case Report Friday, October 22, 2021 @WalkerCoSchools https://t.co/AI7wyGRnF5",0,2021-10-22 21:41:16+00:00,0
"@TheDailyShow @rosariodawson You Got Covid-19, Mistaken Idenity?!",1,2021-10-22 21:41:16+00:00,0
RT @WADeptHealth: We understand you may have questions about receiving another shot for COVID-19. The COVID-19 vaccine protects you from se…,0,2021-10-22 21:41:15+00:00,3
"RT @GeneralBrnovich: Today, our office expanded our lawsuit to stop the Biden Administration’s unconstitutional COVID-19 vaccine mandate. W…",0,2021-10-22 21:41:15+00:00,250
RT @CDCDirector: The #COVID19 vaccines work. These recs reinforce @CDCgov’s commitment to protect as many ppl as possible from COVID-19.…,0,2021-10-22 21:41:15+00:00,24
"RT @EmeraldRobinson: Dr. Fauci is not just morally responsible for creating COVID-19, he is directly responsible for millions of deaths aro…",0,2021-10-22 21:41:14+00:00,3545
RT @Reuters: Pfizer announced that their COVID-19 vaccine has proven to be more than 90% effective in children ages 5 to 11 in a clinical t…,0,2021-10-22 21:41:14+00:00,58
"RT @globalhlthtwit: Last week 1 in 12 children were infected with COVID-19. Hundreds of thousands. So far 96 children have died, 500 hospit…",0,2021-10-22 21:41:14+00:00,443
"Doug Ford insists that the CRB is sufficient for those who were unable to work due to the pandemic.

The office of my PC MPP told me on July 26 ""There has not been an announcement regarding the Ontario COVID-19 Worker Protection Benefit Program at this time.""

#FireDougFord https://t.co/FufNTbKZNi",0,2021-10-22 21:41:13+00:00,0
Now I’ve muted Covid and Covid-19 from my Twitter. I just can’t take it anymore. There are other things going on in the world besides this. #ThanksTwitter https://t.co/4AhQP5UYVM,0,2021-10-22 21:41:13+00:00,0
"RT @justin_hart: ANOTHER fully vaccinated nursing home in the midst of a breakout. 
https://t.co/2vgSDTBhGl

this is not great news.",0,2021-10-22 21:41:11+00:00,162
"RT @VoteSalmon: Per the CDC, Union County is the only county in the entire northeast where COVID-19 transmission rates are low enough that…",0,2021-10-22 21:41:11+00:00,126
"RT @eji_org: After leading the nation in Covid-19 deaths last month, Alabama became the third state to carry out a death sentence this year…",0,2021-10-22 21:41:11+00:00,16
Governor Newsom’s COVID-19 Student Vaccine Proposed Mandate Information 10/22/21 https://t.co/eg470cZ4vf,1,2021-10-22 21:41:11+00:00,0
"RT @KFF: The #COVID19 pandemic exacerbated existing health disparities for a broad range of populations, but specifically for people of col…",0,2021-10-22 21:41:10+00:00,8
"RT @aunty_shirley: 👀 the World can see what’s happening in the UK…. Another #johnsonvariant
#torycoviddisaster #johnsonout  https://t.co/P6…",0,2021-10-22 21:41:10+00:00,2
"RT @Marieaaow: Friday, October 22, 2021 
Nat. Comp. Sci.: Climatic Signatures in the Different #COVID_19 #Pandemic 
Waves Across Both Hemis…",0,2021-10-22 21:41:08+00:00,2
"Moderna and Johnson &amp; Johnson COVID-19 vaccines are now available for individuals who are eligible for a booster shot, the Missouri Department of Health and Senior Services said Friday. https://t.co/btcw7duUAE",0,2021-10-22 21:41:08+00:00,0
RT @dawnindenmark: 19 refugees locked up in the hotel are covid positive that's almost 50% of the group there. If this was any other facili…,0,2021-10-22 21:41:07+00:00,232
"""She is so deep into these conspiratorial delusions that she couldn’t let go of them even as COVID-19 ravaged her body. 

""This was her last public utterance, a single word. 

'Jews.'

It’s like she wanted to get that last antisemitic rant out of her system…."" /3",1,2021-10-22 21:41:07+00:00,0
RT @Vote4Progress: US has surpassed 750K Americans dead of Covid-19 and is nearing 50M cases. We are still losing thousands every day. They…,0,2021-10-22 21:41:06+00:00,11
"RT @RWMaloneMD: ""major concerns regarding potential flaws in the reliability of the Israeli data with respect to the Pfizer-BioNTech COVID-…",0,2021-10-22 21:41:06+00:00,746
RT @KagutaMuseveni: At the commissioning of the Entebbe International Airport COVID-19 laboratories. https://t.co/hBCMW34wcM,0,2021-10-22 21:41:06+00:00,95
Governor Newsom’s COVID-19 Student Vaccine Proposed Mandate Information 10/22/21 https://t.co/41mgj3tzkE,0,2021-10-22 21:41:06+00:00,0
RT @AuburnU: #Auburn and @UASystem campuses notified employees today of the federal requirement that all employees be fully vaccinated agai…,0,2021-10-22 21:41:05+00:00,3
"@aetiology Interesting tidbit from Taiwan:

“A total of 145 autopsies of the 653 deceased have been completed so far, with 139 indicating no direct link to the COVID-19 vaccine and six cases still undetermined, according to CECC.”

https://t.co/orxDSSPamf",0,2021-10-22 21:41:04+00:00,0
RT @PiersRobinson1: Covid-19 was used and abused by Governments to pursue another agenda with Dr Piers Robinson https://t.co/E2EilWDh8r,0,2021-10-22 21:41:04+00:00,39
"@jrpsaki White House pushes back
In response, the White House pointed to comments made this week by Jeff Zients, the administration's coronavirus response coordinator.= you had Fauci as your medical advisor and now we see he helped create covid-19. Federal experts=no credibility",0,2021-10-22 21:41:04+00:00,0
